,title,link,,
507,Student Cyberloafing In and Out of the Classroom in China and the Relationship with Student Performance,https://www.liebertpub.com//doi/10.1089/cyber.2017.0397,,
508,Social Media Use and Happiness in Adults with Autism Spectrum Disorder,https://www.liebertpub.com//doi/10.1089/cyber.2017.0331,,
509,Artificial Intelligence ? La Carte,https://www.liebertpub.com//doi/10.1089/cyber.2018.29106.csi,,
510,"ALFRED: A Personalized, Fully Interactive, and Mobile Assistant for Independent Living",https://www.liebertpub.com//doi/10.1089/cyber.2018.29107.ceu,,
511,"Are You Listening, Facebook? On Cybersecurity and Virtual Worlds",https://www.liebertpub.com//doi/10.1089/cyber.2018.29101.bkw,,
512,Dispelling the Pseudopsychology of Cybercrime,https://www.liebertpub.com//doi/10.1089/cyber.2017.29100.ghk,,
513,A Game Theoretical Approach to Hacktivism: Is Attack Likelihood a Product of Risks and Payoffs?,https://www.liebertpub.com//doi/10.1089/cyber.2016.0706,,
514,Predicting Recidivism Among Internet Child Sex Sting Offenders Using Psychological Language Analysis,https://www.liebertpub.com//doi/10.1089/cyber.2016.0617,,
515,Cyber-Dependent Crime Victimization: The Same Risk for Everyone?,https://www.liebertpub.com//doi/10.1089/cyber.2016.0727,,
516,Correlates of Mono- and Dual-Victims of Cybergrooming and Cyberbullying: Evidence from Four Countries,https://www.liebertpub.com//doi/10.1089/cyber.2016.0733,,
517,Exposure to Sexual Stimuli Induces Greater Discounting Leading to Increased Involvement in Cyber Delinquency Among Men,https://www.liebertpub.com//doi/10.1089/cyber.2016.0582,,
518,Do You Love Me? Psychological Characteristics of Romance Scam Victims,https://www.liebertpub.com//doi/10.1089/cyber.2016.0729,,
519,"Cyberstalking Victimization, Depression, and Academic Performance: The Role of Perceived Social Support from Parents",https://www.liebertpub.com//doi/10.1089/cyber.2016.0742,,
520,Pronoun Usage in Online Sexual Predation,https://www.liebertpub.com//doi/10.1089/cyber.2016.0625,,
521,Risk Factors for Social Networking Site Scam Victimization Among Malaysian Students,https://www.liebertpub.com//doi/10.1089/cyber.2016.0714,,
522,Cybercrime Victimization and Subjective Well-Being: An Examination of the Buffering Effect Hypothesis Among Adolescents and Young Adults,https://www.liebertpub.com//doi/10.1089/cyber.2016.0728,,
523,Supporting Law Enforcement Personnel Working with Distressing Material Online,https://www.liebertpub.com//doi/10.1089/cyber.2016.0715,,
524,Beyond the Truth Machine: Emerging Technologies for Lie Detection,https://www.liebertpub.com//doi/10.1089/cyber.2018.29102.csi,,
525,MARIO: Robotic Solutions to Give Dementia Patients a Better Quality of Life,https://www.liebertpub.com//doi/10.1089/cyber.2018.29103.ceu,,
526,When Second Life Becomes Real Life: The Evolution of Self-Presentation,https://www.liebertpub.com//doi/10.1089/cyber.2017.29095.bkw,,
527,Special Issue on ?œConstructing the Self Online??https://www.liebertpub.com//doi/10.1089/cyber.2017.29096.cfu,,,
528,The Importance of Adolescents' Sexually Outgoing Self-Concept: Differential Roles of Self- and Other-Generated Sexy Self-Presentations in Social Media,https://www.liebertpub.com//doi/10.1089/cyber.2016.0671,,
529,Up-Dating: Ratings of Perceived Dating Success Are Better Online than Offline,https://www.liebertpub.com//doi/10.1089/cyber.2016.0631,,
530,"The Prevalence and Gratification of Nude Self-Presentation of Men Who Have Sex with Men in Online-Dating Environments: Attracting Attention, Empowerment, and Self-Verification",https://www.liebertpub.com//doi/10.1089/cyber.2016.0691,,
531,A Cross-Cultural Study of Risky Online Self-Presentation,https://www.liebertpub.com//doi/10.1089/cyber.2016.0660,,
532,When Using Facebook to Avoid Isolation Reduces Perceived Social Support,https://www.liebertpub.com//doi/10.1089/cyber.2016.0602,,
533,Facebook False Self-Presentation Behaviors and Negative Mental Health,https://www.liebertpub.com//doi/10.1089/cyber.2016.0647,,
534,The Role of Online Social Identity in the Relationship Between Alcohol-Related Content on Social Networking Sites and Adolescent Alcohol Use,https://www.liebertpub.com//doi/10.1089/cyber.2016.0665,,
535,"An Online Life Like Any Other: Identity, Self-Determination, and Social Networking Among Adults with Intellectual Disabilities",https://www.liebertpub.com//doi/10.1089/cyber.2016.0689,,
536,Blockchain Technology: Living in a Decentralized Everything,https://www.liebertpub.com//doi/10.1089/cyber.2017.29097.csi,,
537,TITANIUM: Tools for the Investigation of Transactions in Underground Markets,https://www.liebertpub.com//doi/10.1089/cyber.2017.29098.ceu,,
538,What Can Behavioral Healthcare Learn from Digital Medicine?,https://www.liebertpub.com//doi/10.1089/cyber.2017.29092.bkw,,
539,Correlates of Tinder Use and Risky Sexual Behaviors in Young Adults,https://www.liebertpub.com//doi/10.1089/cyber.2017.0279,,
540,"For Video Games, Bad News Is Good News: News Reporting of Violent Video Game Studies",https://www.liebertpub.com//doi/10.1089/cyber.2017.0364,,
541,Exploring Stereotypical Perceptions of Female Players in Digital Gaming Contexts,https://www.liebertpub.com//doi/10.1089/cyber.2017.0294,,
542,How Did the Information Flow in the #AlphaGo Hashtag Network? A Social Network Analysis of the Large-Scale Information Network on Twitter,https://www.liebertpub.com//doi/10.1089/cyber.2016.0572,,
543,Usefulness of the Mobile Virtual Reality Self-Training for Overcoming a Fear of Heights,https://www.liebertpub.com//doi/10.1089/cyber.2017.0085,,
544,Engagement in the Overdose RIsk InfOrmatioN (ORION) e-Health Tool for Opioid Overdose Prevention and Self-Efficacy: A Preliminary Study,https://www.liebertpub.com//doi/10.1089/cyber.2016.0744,,
545,Reconceptualizing the Link Between Screen Time When Gaming with Physical Activity and Sedentary Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2017.0067,,
546,Phygital Spaces: When Atoms Meet Bits,https://www.liebertpub.com//doi/10.1089/cyber.2017.29093.csi,,
547,SubCULTron: Robotic Exploration of Unconventional Environmental Niches,https://www.liebertpub.com//doi/10.1089/cyber.2017.29094.ceu,,
548,How Digital Anxieties Are Shaping the Next Generation's Mental Health,https://www.liebertpub.com//doi/10.1089/cyber.2017.29089.bkw,,
549,Video Game Acceptance: A Meta-Analysis of the Extended Technology Acceptance Model,https://www.liebertpub.com//doi/10.1089/cyber.2017.0086,,
550,Being There in the Midst of the Story: How Immersive Journalism Affects Our Perceptions and Cognitions,https://www.liebertpub.com//doi/10.1089/cyber.2017.0271,,
551,How Is Frustration Related to Online Gamer Loyalty? A Synthesis of Multiple Theories,https://www.liebertpub.com//doi/10.1089/cyber.2017.0023,,
552,The Association Between Video Game Play and Cognitive Function: Does Gaming Platform Matter?,https://www.liebertpub.com//doi/10.1089/cyber.2017.0241,,
553,"Online Activity, Offline Sociability, and Life Satisfaction Among Israelis With and Without Disabilities",https://www.liebertpub.com//doi/10.1089/cyber.2017.0190,,
554,Spiritual and Affective Responses to a Physical Church and Corresponding Virtual Model,https://www.liebertpub.com//doi/10.1089/cyber.2017.0249,,
555,Internet-Related Disorders: Development of the Short Compulsive Internet Use Scale,https://www.liebertpub.com//doi/10.1089/cyber.2017.0260,,
556,A Virtual Reality Game to Assess Obsessive-Compulsive Disorder,https://www.liebertpub.com//doi/10.1089/cyber.2017.0107,,
557,Digital Social Innovation,https://www.liebertpub.com//doi/10.1089/cyber.2017.29090.csi,,
558,RE-AGING: Reassessing Aging from a Population Perspective,https://www.liebertpub.com//doi/10.1089/cyber.2017.29091.ceu,,
559,Collective Grieving in the Digital Age,https://www.liebertpub.com//doi/10.1089/cyber.2017.29086.bkw,,
560,Associations of Self-Presentation on Facebook with Mental Health and Personality Variables: A Systematic Review,https://www.liebertpub.com//doi/10.1089/cyber.2017.0247,,
561,Research on Web Search Behavior: How Online Query Data Inform Social Psychology,https://www.liebertpub.com//doi/10.1089/cyber.2017.0261,,
562,"Browsing, Posting, and Liking on Instagram: The Reciprocal Relationships Between Different Types of Instagram Use and Adolescents' Depressed Mood",https://www.liebertpub.com//doi/10.1089/cyber.2017.0156,,
563,An Experimental Test of How Selfies Change Social Judgments on Facebook,https://www.liebertpub.com//doi/10.1089/cyber.2016.0759,,
564,"Personality Traits, Motivations, and Emotional Consequences of Social Media Usage",https://www.liebertpub.com//doi/10.1089/cyber.2017.0043,,
565,Beat the Fear of Public Speaking: Mobile 360Â° Video Virtual Reality Exposure Training in Home Environment Reduces Public Speaking Anxiety,https://www.liebertpub.com//doi/10.1089/cyber.2017.0174,,
566,The Relationship Between Resilience and Internet Addiction: A Multiple Mediation Model Through Peer Relationship and Depression,https://www.liebertpub.com//doi/10.1089/cyber.2017.0319,,
567,An Investigation of the Information Sought by Caregivers of Alzheimer's Patients on Online Peer Support Groups,https://www.liebertpub.com//doi/10.1089/cyber.2017.0274,,
568,Time Banking for Scientists,https://www.liebertpub.com//doi/10.1089/cyber.2017.29087.csi,,
569,BabyRobot: Child?“Robot Communication and Collaboration,https://www.liebertpub.com//doi/10.1089/cyber.2017.29088.ceu,,
570,Robotic Technology Remains a Necessary Part of Healthcare's Future Editorial,https://www.liebertpub.com//doi/10.1089/cyber.2017.29083.bkw,,
571,The Psychological Effects of Playing Exergames: A Systematic Review,https://www.liebertpub.com//doi/10.1089/cyber.2017.0183,,
572,Predicting the Trends of Social Events on Chinese Social Media,https://www.liebertpub.com//doi/10.1089/cyber.2017.0142,,
573,"Personality Traits and Social Media Use in 20 Countries: How Personality Relates to Frequency of Social Media Use, Social Media News Use, and Social Media Use for Social Interaction",https://www.liebertpub.com//doi/10.1089/cyber.2017.0295,,
574,"Location and Modality Effects in Online Dating: Rich Modality Profile and Location-Based Information Cues Increase Social Presence, While Moderating the Impact of Uncertainty Reduction Strategy",https://www.liebertpub.com//doi/10.1089/cyber.2017.0027,,
575,Controlling You Watching Me: Measuring Perception Control on Social Media,https://www.liebertpub.com//doi/10.1089/cyber.2017.0040,,
576,Can Cyberloafing and Internet Addiction Affect Organizational Information Security?,https://www.liebertpub.com//doi/10.1089/cyber.2017.0239,,
577,Understanding Factors Associated with Singaporean Adolescents' Intention to Adopt Privacy Protection Behavior Using an Extended Theory of Planned Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2017.0061,,
578,The Rise of the Creative Computers,https://www.liebertpub.com//doi/10.1089/cyber.2017.29084.csi,,
579,HoloMedical3D: Connecting the Dots for Medical Holography,https://www.liebertpub.com//doi/10.1089/cyber.2017.29085.ceu,,
580,How Augmented Reality Is Poised to Outpace Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2017.29080.bkw,,
581,Sexual Attitudes of Classes of College Students Who Use Pornography,https://www.liebertpub.com//doi/10.1089/cyber.2016.0362,,
582,An App a Day Keeps the Doctor Away: Guided Education and Training via Smartphones in Subthreshold Post Traumatic Stress Disorder,https://www.liebertpub.com//doi/10.1089/cyber.2017.0221,,
583,Development and Validation of an Instrument to Assess the Impact of Cyberbullying: The Cybervictimization Emotional Impact Scale,https://www.liebertpub.com//doi/10.1089/cyber.2017.0069,,
584,Social Capital Accumulation in Location-Based Mobile Game Playing: A Multiple-Process Approach,https://www.liebertpub.com//doi/10.1089/cyber.2017.0222,,
585,Identity Confusion and Materialism Mediate the Relationship Between Excessive Social Network Site Usage and Online Compulsive Buying,https://www.liebertpub.com//doi/10.1089/cyber.2017.0162,,
586,"Changing Avatars, Changing Selves? The Influence of Social and Contextual Expectations on Digital Rendition of Identity",https://www.liebertpub.com//doi/10.1089/cyber.2016.0424,,
587,The No-Code Revolution May Unlock Citizens' Creative Potential,https://www.liebertpub.com//doi/10.1089/cyber.2017.29081.csi,,
588,DECIPHER: Electronic Patient Records Accessible Abroad,https://www.liebertpub.com//doi/10.1089/cyber.2017.29082.ceu,,
589,Living in Fragments: The Necessity of Cloud Computing and Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2017.29077.bkw,,
590,Big Five Personality Traits of Cybercrime Victims,https://www.liebertpub.com//doi/10.1089/cyber.2017.0028,,
591,Sexting Behaviors Exhibited by Men Who Have Sex with Men Between the Ages of 18??0 Who Live in a Socially Conservative State,https://www.liebertpub.com//doi/10.1089/cyber.2017.0050,,
592,Understanding Nomophobia: Structural Equation Modeling and Semantic Network Analysis of Smartphone Separation Anxiety,https://www.liebertpub.com//doi/10.1089/cyber.2017.0113,,
593,Alcohol-Related Posts from Young People on Social Networking Sites: Content and Motivations,https://www.liebertpub.com//doi/10.1089/cyber.2016.0640,,
594,"Associations of Social Support, Friends Only Known Through the Internet, and Health-Related Quality of Life with Internet Gaming Disorder in Adolescence",https://www.liebertpub.com//doi/10.1089/cyber.2016.0535,,
595,Using Eye Tracking to Explore Consumers' Visual Behavior According to Their Shopping Motivation in Mobile Environments,https://www.liebertpub.com//doi/10.1089/cyber.2016.0235,,
596,Social Media Use and Conduct Problems in Emerging Adults,https://www.liebertpub.com//doi/10.1089/cyber.2017.0068,,
597,Acute Effect of Virtual Reality Exercise Bike Games on College Students' Physiological and Psychological Outcomes,https://www.liebertpub.com//doi/10.1089/cyber.2017.0042,,
598,Cyborg-Psychology,https://www.liebertpub.com//doi/10.1089/cyber.2017.29078.csi,,
599,eWALL: Smart Wall to Make Life Easier,https://www.liebertpub.com//doi/10.1089/cyber.2017.29079.ceu,,
600,Being Authentic on Facebook Has Same Health Benefits as In-Person Authentic Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2017.29074.bkw,,
601,Time Spent on Social Network Sites and Psychological Well-Being: A Meta-Analysis,https://www.liebertpub.com//doi/10.1089/cyber.2016.0758,,
602,"Adolescents' Perceptions of Popularity-Motivated Behaviors, Characteristics, and Relationships in Cyberspace and Cyber Aggression: The Role of Gender",https://www.liebertpub.com//doi/10.1089/cyber.2016.0693,,
603,Parental Mediation Regarding Children's Smartphone Use: Role of Protection Motivation and Parenting Style,https://www.liebertpub.com//doi/10.1089/cyber.2016.0555,,
604,"Understanding Consumer Interaction on Instagram: The Role of Satisfaction, Hedonism, and Content Characteristics",https://www.liebertpub.com//doi/10.1089/cyber.2016.0360,,
605,Homophily in an Anonymous Online Community: Sociodemographic Versus Personality Traits,https://www.liebertpub.com//doi/10.1089/cyber.2016.0227,,
606,Sexual Self-Schemas in the Real World: Investigating the Ecological Validity of Language-Based Markers of Childhood Sexual Abuse,https://www.liebertpub.com//doi/10.1089/cyber.2016.0657,,
607,"The Experiences of Newly Diagnosed Men Who Have Sex with Men Entering the HIV Care Cascade in Lima, Peru, 2015??016: A Qualitative Analysis of Counselor?“Participant Text Message Exchanges",https://www.liebertpub.com//doi/10.1089/cyber.2016.0435,,
608,Age of Initiation and Internet Gaming Disorder: The Role of Self-Esteem,https://www.liebertpub.com//doi/10.1089/cyber.2017.0011,,
609,Artificial Intelligence: The Future of Cybertherapy?,https://www.liebertpub.com//doi/10.1089/cyber.2017.29075.csi,,
610,Frailsafe: Early Detection of Frailty,https://www.liebertpub.com//doi/10.1089/cyber.2017.29076.ceu,,
611,What Predicts Facebook Addiction?,https://www.liebertpub.com//doi/10.1089/cyber.2017.29073.bkw,,
612,Social Media Propagation of Content Promoting Risky Health Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2016.0698,,
613,Socially Interactive and Passive Technologies Enhance Friendship Quality: An Investigation of the Mediating Roles of Online and Offline Self-Disclosure,https://www.liebertpub.com//doi/10.1089/cyber.2016.0363,,
614,Problematic Video Game Play and ADHD Traits in an Adult Population,https://www.liebertpub.com//doi/10.1089/cyber.2016.0676,,
615,"Internet Addiction, Psychological Distress, and Coping Responses Among Adolescents and Adults",https://www.liebertpub.com//doi/10.1089/cyber.2016.0669,,
616,Pain and Pain Management Among University Students: Online Survey and Web-Based Education,https://www.liebertpub.com//doi/10.1089/cyber.2016.0580,,
617,Sense of Community on Twitter and Instagram: Exploring the Roles of Motives and Parasocial Relationships,https://www.liebertpub.com//doi/10.1089/cyber.2016.0505,,
618,Fatal Attractions: Attachment to Smartphones Predicts Anthropomorphic Beliefs and Dangerous Behaviors,https://www.liebertpub.com//doi/10.1089/cyber.2016.0500,,
619,Spatial Learning and Wayfinding in an Immersive Environment: The Digital Fulldome,https://www.liebertpub.com//doi/10.1089/cyber.2016.0399,,
620,Spontaneous Hedonic Reactions to Social Media Cues,https://www.liebertpub.com//doi/10.1089/cyber.2016.0530,,
621,The ?œHive Mind??Is Near,https://www.liebertpub.com//doi/10.1089/cyber.2017.29071.csi,,
622,TERESA: Socially Intelligent Robot as Window to the World,https://www.liebertpub.com//doi/10.1089/cyber.2017.29072.ceu,,
623,Thinking of Quitting Facebook?,https://www.liebertpub.com//doi/10.1089/cyber.2017.29068.bkw,,
624,The Effects of Social Anxiety and Online Privacy Concern on Individual Differences in Internet-Based Interaction Anxiety and Communication Preferences,https://www.liebertpub.com//doi/10.1089/cyber.2016.0329,,
625,"A Randomized, Head-to-Head Study of Virtual Reality Exposure Therapy for Posttraumatic Stress Disorder",https://www.liebertpub.com//doi/10.1089/cyber.2016.0554,,
626,A Meta-Analysis of Treatment Interventions for Internet Addiction Among Korean Adolescents,https://www.liebertpub.com//doi/10.1089/cyber.2016.0188,,
627,Does Online Social Connectedness Buffer Risk of Depression Following Driving Cessation? An Analysis of Older Drivers and Ex-Drivers,https://www.liebertpub.com//doi/10.1089/cyber.2016.0377,,
628,The Effect of Photoperiod on the Mood of Reddit Users,https://www.liebertpub.com//doi/10.1089/cyber.2016.0487,,
629,Impact of Playing Exergames on Mood States: A Randomized Controlled Trial,https://www.liebertpub.com//doi/10.1089/cyber.2016.0322,,
630,The Dimensions of Facebook Addiction as Measured by Facebook Addiction Italian Questionnaire and Their Relationships with Individual Differences,https://www.liebertpub.com//doi/10.1089/cyber.2016.0073,,
631,Screening of Problematic Internet Use Among Spanish Adolescents: Prevalence and Related Variables,https://www.liebertpub.com//doi/10.1089/cyber.2016.0262,,
632,Validation of the Arabic Version of the Internet Gaming Disorder-20 Test,https://www.liebertpub.com//doi/10.1089/cyber.2016.0493,,
633,Visualizing the Mind,https://www.liebertpub.com//doi/10.1089/cyber.2017.29069.csi,,
634,DOREMI: Smart Devices and Applications for Healthy Aging,https://www.liebertpub.com//doi/10.1089/cyber.2017.29070.ceu,,
635,Don't Tweet False Hope to Patients Desperate for a Cure,https://www.liebertpub.com//doi/10.1089/cyber.2017.29065.bkw,,
636,Generation Validation: The Role of Social Comparison in Use of Instagram Among Emerging Adults,https://www.liebertpub.com//doi/10.1089/cyber.2016.0444,,
637,Preference Versus Choice in Online Dating,https://www.liebertpub.com//doi/10.1089/cyber.2016.0528,,
638,Psychological Distress and Emotional Expression on Facebook,https://www.liebertpub.com//doi/10.1089/cyber.2016.0335,,
639,Normative Mechanism of Rumor Dissemination on Twitter,https://www.liebertpub.com//doi/10.1089/cyber.2016.0447,,
640,Contributions of Social Comparison and Self-Objectification in Mediating Associations Between Facebook Use and Emergent Adults' Psychological Well-Being,https://www.liebertpub.com//doi/10.1089/cyber.2016.0247,,
641,The Janus-Faced Role of Gambling Flow in Addiction Issues,https://www.liebertpub.com//doi/10.1089/cyber.2016.0453,,
642,Effects of Visual Game Experience on Auditory Processing Speed,https://www.liebertpub.com//doi/10.1089/cyber.2016.0171,,
643,Factor Structure Evaluation of the French Version of the Digital Natives Assessment Scale,https://www.liebertpub.com//doi/10.1089/cyber.2016.0438,,
644,The Relationship Between Contextual Cues in Virtual Environments and Creative Processes,https://www.liebertpub.com//doi/10.1089/cyber.2016.0503,,
645,The Psychology of Social Networking,https://www.liebertpub.com//doi/10.1089/cyber.2016.0656,,
646,Cyberpsychology Meets the Internet of Things,https://www.liebertpub.com//doi/10.1089/cyber.2017.29066.csi,,
647,SILVERSTREAM: Independent Personal Mobility for an Aging Population,https://www.liebertpub.com//doi/10.1089/cyber.2017.29067.ceu,,
648,"If People Give Up Cyberporn, Will They Get Their Mojo Back?",https://www.liebertpub.com//doi/10.1089/cyber.2017.29062.bkw,,
649,How Cyberattacks Terrorize: Cortisol and Personal Insecurity Jump in the Wake of Cyberattacks,https://www.liebertpub.com//doi/10.1089/cyber.2016.0338,,
650,Qualitative Analysis of Interactions on an Online Discussion Forum for Young People with Experience of Romantic Relationship Breakup,https://www.liebertpub.com//doi/10.1089/cyber.2016.0450,,
651,Motivations for Social Media Use and Impact on Political Participation in China: A Cognitive and Communication Mediation Approach,https://www.liebertpub.com//doi/10.1089/cyber.2016.0174,,
652,"Associations Between Internet Attachment, Cyber Victimization, and Internalizing Symptoms Among Adolescents",https://www.liebertpub.com//doi/10.1089/cyber.2016.0194,,
653,The Connection Between Introversion/Extraversion and Social Capital Outcomes of Playing World of Warcraft,https://www.liebertpub.com//doi/10.1089/cyber.2016.0439,,
654,Delay Discounting of Video Game Players: Comparison of Time Duration Among Gamers,https://www.liebertpub.com//doi/10.1089/cyber.2016.0451,,
655,Problem Video Gaming Among Children Enrolled in Tertiary Weight Management Programs,https://www.liebertpub.com//doi/10.1089/cyber.2016.0386,,
656,Validation of the European Cyberbullying Intervention Project Questionnaire for Colombian Adolescents,https://www.liebertpub.com//doi/10.1089/cyber.2016.0414,,
657,"Internet Gaming Disorder Explains Unique Variance in Psychological Distress and Disability After Controlling for Comorbid Depression, OCD, ADHD, and Anxiety",https://www.liebertpub.com//doi/10.1089/cyber.2016.0304,,
658,E-Cigarette Topics Shared by Medical Professionals: A Comparison of Tweets from the United States and United Kingdom,https://www.liebertpub.com//doi/10.1089/cyber.2016.0409,,
659,An Open Research Community for Studying Virtual Reality Experience,https://www.liebertpub.com//doi/10.1089/cyber.2017.29063.csi,,
660,OCTAVE: The Use of Voice for Online Security,https://www.liebertpub.com//doi/10.1089/cyber.2017.29064.ceu,,
661,Beyond Direct Benefits: Indirect Health Benefits of Social Media Use,https://www.liebertpub.com//doi/10.1089/cyber.2016.29059.bkw,,
662,Texting Under the Influence: Emotional Regulation as a Moderator of the Association Between Binge Drinking and Drunk Texting,https://www.liebertpub.com//doi/10.1089/cyber.2016.0468,,
663,When Virtual Muscularity Enhances Physical Endurance: Masculinity Threat and Compensatory Avatar Customization Among Young Male Adults,https://www.liebertpub.com//doi/10.1089/cyber.2016.0418,,
664,Positive Preferences: The Emotional Valence of What an Avatar Says Matters,https://www.liebertpub.com//doi/10.1089/cyber.2016.0374,,
665,Social Big Data Analysis of Information Spread and Perceived Infection Risk During the 2015 Middle East Respiratory Syndrome Outbreak in South Korea,https://www.liebertpub.com//doi/10.1089/cyber.2016.0126,,
666,Understanding E-Book Continuance Intention: Empirical Evidence from E-Book Users in a Developing Country,https://www.liebertpub.com//doi/10.1089/cyber.2016.0287,,
667,"Ideological Consumerism in Colombian Elections, 2015: Links Between Political Ideology, Twitter Activity, and Electoral Results",https://www.liebertpub.com//doi/10.1089/cyber.2016.0402,,
668,Research on Social Networking Sites and Social Support from 2004 to 2015: A Narrative Review and Directions for Future Research,https://www.liebertpub.com//doi/10.1089/cyber.2016.0325,,
669,Motives Matter: Motives for Playing PokÃ©mon Go and Implications for Well-Being,https://www.liebertpub.com//doi/10.1089/cyber.2016.0562,,
670,Bragging on Facebook: The Interaction of Content Source and Focus in Online Impression Formation,https://www.liebertpub.com//doi/10.1089/cyber.2016.0311,,
671,Recruiting Adolescent Research Participants: In-Person Compared to Social Media Approaches,https://www.liebertpub.com//doi/10.1089/cyber.2016.0319,,
672,Bringing More Transparency to Artificial Intelligence,https://www.liebertpub.com//doi/10.1089/cyber.2016.29060.csi,,
673,WHIM: Can Computers Be Creative?,https://www.liebertpub.com//doi/10.1089/cyber.2016.29061.ceu,,
674,How to Market Use of Social Media to Improve Older Adults' Health,https://www.liebertpub.com//doi/10.1089/cyber.2016.29056.bkw,,
675,Facebook's Spiral of Silence and Participation: The Role of Political Expression on Facebook and Partisan Strength in Political Participation,https://www.liebertpub.com//doi/10.1089/cyber.2016.0137,,
676,"Instagram Use, Loneliness, and Social Comparison Orientation: Interact and Browse on Social Media, But Don't Compare",https://www.liebertpub.com//doi/10.1089/cyber.2016.0201,,
677,Excessive Time on Social Networking Sites and Disordered Eating Behaviors Among Undergraduate Students: Appearance and Weight Esteem as Mediating Pathways,https://www.liebertpub.com//doi/10.1089/cyber.2016.0384,,
678,Self-Concept Clarity and Online Self-Presentation in Adolescents,https://www.liebertpub.com//doi/10.1089/cyber.2015.0623,,
679,Self-Affirmation Theory and Performance Feedback: When Scoring High Makes You Feel Low,https://www.liebertpub.com//doi/10.1089/cyber.2016.0144,,
680,Predicting Smartphone Operating System from Personality and Individual Differences,https://www.liebertpub.com//doi/10.1089/cyber.2016.0324,,
681,Round or Square? How Screen Shape Affects Utilitarian and Hedonic Motivations for Smartwatch Adoption,https://www.liebertpub.com//doi/10.1089/cyber.2016.0136,,
682,Sexuality and the Internet: A Study of the Perspectives of Turkish University Students,https://www.liebertpub.com//doi/10.1089/cyber.2016.0433,,
683,CyberSightings,https://www.liebertpub.com//doi/10.1089/cyber.2016.29057.csi,,
684,CyberEurope,https://www.liebertpub.com//doi/10.1089/cyber.2016.29058.ceu,,
685,Your E-mail Address May Prevent You from Getting That Job,https://www.liebertpub.com//doi/10.1089/cyber.2016.29053.bkw,,
686,The Relationship Between Online Social Networking and Depression: A Systematic Review of Quantitative Studies,https://www.liebertpub.com//doi/10.1089/cyber.2016.0206,,
687,"Cyberpornography: Time Use, Perceived Addiction, Sexual Functioning, and Sexual Satisfaction",https://www.liebertpub.com//doi/10.1089/cyber.2016.0364,,
688,Following Your ?œFriend?? Social Media and the Strength of Adolescents' Parasocial Relationships with Media Personae,https://www.liebertpub.com//doi/10.1089/cyber.2016.0355,,
689,The Facebook Experiment: Quitting Facebook Leads to Higher Levels of Well-Being,https://www.liebertpub.com//doi/10.1089/cyber.2016.0259,,
690,Altered Autonomic Functions and Distressed Personality Traits in Male Adolescents with Internet Gaming Addiction,https://www.liebertpub.com//doi/10.1089/cyber.2016.0282,,
691,Internet Gaming Disorder and Well-Being: A Scale Validation,https://www.liebertpub.com//doi/10.1089/cyber.2016.0286,,
692,Positive Relationship Between Individuality and Social Identity in Virtual Communities: Self-Categorization and Social Identification as Distinct Forms of Social Identity,https://www.liebertpub.com//doi/10.1089/cyber.2016.0290,,
693,Developing a Virtual Reality-Based Vocational Rehabilitation Training Program for Patients with Schizophrenia,https://www.liebertpub.com//doi/10.1089/cyber.2016.0215,,
694,CyberSightings,https://www.liebertpub.com//doi/10.1089/cyber.2016.29054.csi,,
695,CyberEurope,https://www.liebertpub.com//doi/10.1089/cyber.2016.29055.ceu,,
696,Lessons Learned as We Begin the Third Decade of Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2016.29052.bkw,,
697,"To Be Connected or Not To Be Connected? Mobile Messenger Overload, Fatigue, and Mobile Shunning",https://www.liebertpub.com//doi/10.1089/cyber.2016.0236,,
698,Does the Use of WeChat Lead to Subjective Well-Being?: The Effect of Use Intensity and Motivations,https://www.liebertpub.com//doi/10.1089/cyber.2016.0154,,
699,Selective Self-Presentation and Social Comparison Through Photographs on Social Networking Sites,https://www.liebertpub.com//doi/10.1089/cyber.2016.0248,,
700,Associations Between Internet-Based Professional Social Networking and Emotional Distress,https://www.liebertpub.com//doi/10.1089/cyber.2016.0134,,
701,Enhancing Primary School Children's Knowledge of Online Safety and Risks with the CATZ Cooperative Cross-Age Teaching Intervention: Results from a Pilot Study,https://www.liebertpub.com//doi/10.1089/cyber.2016.0046,,
702,An Agent-Based Intervention to Assist Drivers Under Stereotype Threat: Effects of In-Vehicle Agents' Attributional Error Feedback,https://www.liebertpub.com//doi/10.1089/cyber.2016.0153,,
703,Predictors of Mobile Phone and Social Networking Site Dependency in Adulthood,https://www.liebertpub.com//doi/10.1089/cyber.2016.0209,,
704,How Does Neighborhood Quality Moderate the Association Between Online Video Game Play and Depression? A Population-Level Analysis of Korean Students,https://www.liebertpub.com//doi/10.1089/cyber.2016.0155,,
705,CyberSightings,https://www.liebertpub.com//doi/10.1089/cyber.2016.29050.csi,,
706,CyberEurope,https://www.liebertpub.com//doi/10.1089/cyber.2016.29051.ceu,,
